#MLRT	#	0.8712	#MLRT
INDIE	^	0.2515	INDIE
SPOTLIGHT	N	0.9750	SPOTLIGHT
on	P	0.8343	on
EARTH	N	0.5172	EARTH
KID	N	0.7014	KID
HERO	N	0.7327	HERO
by	P	0.9649	by
KOREY	^	0.8836	KOREY
TROYER	^	0.7675	TROYER
@koreytroyer	@	0.9989	@koreytroyer
http://t.co/AwA2FM4eVm	U	0.9940	http://t.co/AwA2FM4eVm
via	P	0.7478	via
@hacktothefuture	@	0.9990	@hacktothefuture
			
"	,	0.9803	"
@ImNiallsMichael	@	0.9990	@ImNiallsMichael
:	,	0.7421	:
THIS	D	0.6352	THIS
IS	V	0.9860	IS
THE	D	0.9569	THE
REAL	N	0.2989	REAL
ZAYN	^	0.9464	ZAYN
MALIK	^	0.7319	MALIK
THAT	O	0.7877	THAT
WE	O	0.9335	WE
LOVE	N	0.5519	LOVE
AND	&	0.9972	AND
KNOW	V	0.9243	KNOW
#BiggestLiesGMA	#	0.9685	#BiggestLiesGMA
#prayfortheo	#	0.9126	#prayfortheo
http://t.co/T53Tb1De53	U	0.9940	http://t.co/T53Tb1De53
"	,	0.9803	"
			
@DSGB4L_229	@	0.9987	@DSGB4L_229
lucky	A	0.9811	lucky
joker	^	0.5105	joker
lol	!	0.9995	lol
I	O	0.9937	I
gotta	V	0.9603	gotta
go	V	0.8465	go
see	V	0.8335	see
old	A	0.9547	old
man	!	0.8651	man
Willie	^	0.9635	Willie
nxt	!	0.5442	nxt
I	O	0.9937	I
head	N	0.9348	head
down	T	0.3734	down
that	O	0.7135	that
way	N	0.5969	way
lol	!	0.9995	lol
			
@BalotMalaysia	@	0.9990	@BalotMalaysia
nyanyi	!	0.3559	nyanyi
let	V	0.8916	let
fly	V	0.7748	fly
with	P	0.9671	with
balot	!	0.4068	balot
			
I	O	0.9937	I
liked	V	0.9821	liked
a	D	0.8948	a
@YouTube	@	0.9990	@YouTube
video	N	0.9802	video
http://t.co/TMb9xe3yh1	U	0.9940	http://t.co/TMb9xe3yh1
Duke	^	0.9807	Duke
Dumont	N	0.2974	Dumont
-	,	0.8444	-
I	O	0.9937	I
Got	V	0.8830	Got
U	O	0.9513	U
(	,	0.9082	(
Official	A	0.6485	Official
video	N	0.9802	video
)	,	0.9412	)
ft	V	0.6816	ft
.	,	0.9927	.
Jax	^	0.9894	Jax
Jones	^	0.9679	Jones
			
RT	~	0.7475	RT
@Iam_IceEL	@	0.9986	@Iam_IceEL
:	,	0.7421	:
Somtimes	R	0.4094	Somtimes
tots	N	0.7001	tots
can	V	0.9763	can
ruin	V	0.9174	ruin
U	O	0.9513	U
....	,	0.9646	....
#thinkless	#	0.9746	#thinkless
			
Eh	!	0.9424	Eh
ciye	!	0.5454	ciye
ciyee	!	0.3858	ciyee
"	,	0.9803	"
@Hananyuki_	@	0.9990	@Hananyuki_
:	,	0.7421	:
happy	A	0.9389	happy
anniv	N	0.5847	anniv
failed	V	0.5920	failed
ditomore	!	0.4274	ditomore
:')	E	0.9935	:')
"	,	0.9803	"
			
Script	N	0.9675	Script
Kiddy	^	0.3439	Kiddy
at	P	0.9712	at
IP	N	0.5742	IP
:	,	0.7421	:
80.58.248.15	$	0.8933	80.58.248.15
(	,	0.9082	(
ES	^	0.2536	ES
,	,	0.9918	,
Spain	^	0.9290	Spain
)	,	0.9412	)
used	V	0.7169	used
a	D	0.8948	a
smbd	!	0.3884	smbd
exploit	V	0.9413	exploit
on	P	0.8343	on
my	D	0.8420	my
glorious	A	0.9601	glorious
honeypot	N	0.7322	honeypot
			
@narendramodi	@	0.9990	@narendramodi
sir	!	0.7264	sir
tackle	V	0.9121	tackle
all	D	0.7257	all
the	D	0.9792	the
problems	N	0.9751	problems
in	P	0.8576	in
ur	L	0.5261	ur
own	A	0.3702	own
way	N	0.5969	way
.	,	0.9927	.
dont	V	0.9006	dont
bend	V	0.6146	bend
for	P	0.9910	for
others	N	0.7945	others
.	,	0.9927	.
Be	V	0.9620	Be
good	A	0.9644	good
to	P	0.9511	to
good	A	0.9644	good
.	,	0.9927	.
be	V	0.9569	be
bad	A	0.9370	bad
to	P	0.9511	to
bad	A	0.9370	bad
.	,	0.9927	.
u	O	0.9843	u
r	V	0.4589	r
a	D	0.8948	a
god	^	0.7896	god
.	,	0.9927	.
i	O	0.9651	i
becum	V	0.4607	becum
mental	N	0.5031	mental
onu	!	0.4394	onu
			
@xvmxxji	@	0.9990	@xvmxxji
ohh	!	0.9987	ohh
I	O	0.9937	I
feel	V	0.9161	feel
you	O	0.9627	you
haha	!	0.9993	haha
			
Segar	^	0.2605	Segar
mata	!	0.5040	mata
aku	!	0.4085	aku
dey	O	0.9114	dey
why	R	0.8527	why
icant	V	0.5287	icant
do	V	0.9687	do
anything	N	0.9694	anything
abt	!	0.3695	abt
chemist	N	0.9250	chemist
essay	N	0.9354	essay
aigooo	!	0.9866	aigooo
			
Happy	A	0.9011	Happy
14th	$	0.5655	14th
Birthday	N	0.9645	Birthday
Yu	O	0.9183	Yu
yin	!	0.5672	yin
!!!	,	0.9690	!!!
Hope	V	0.5281	Hope
you	O	0.9627	you
have	V	0.9703	have
a	D	0.8948	a
great	A	0.9426	great
day	N	0.9236	day
:)	E	0.9959	:)
andd	&	0.9888	andd
happy	A	0.9389	happy
anniversary	N	0.9763	anniversary
!!!	,	0.9690	!!!
@tsaqifyuzamri	@	0.9990	@tsaqifyuzamri
@30th_GeminiBaby	@	0.9989	@30th_GeminiBaby
			
RT	~	0.7475	RT
@bieberfbrasil	@	0.9990	@bieberfbrasil
:	,	0.7421	:
ASSISTA	!	0.4321	ASSISTA
:	,	0.7421	:
Justin	^	0.9985	Justin
Bieber	^	0.9698	Bieber
no	!	0.9253	no
reality	N	0.9700	reality
show	N	0.8348	show
'	,	0.9122	'
So	P	0.5666	So
You	O	0.9865	You
Think	V	0.9831	Think
You	O	0.9865	You
Can	V	0.9773	Can
Dance	N	0.7801	Dance
'	,	0.9122	'
http://t.co/XgMxQGVP0T	U	0.9940	http://t.co/XgMxQGVP0T
			
"	,	0.9803	"
@Ashton5SOS	@	0.9989	@Ashton5SOS
:	,	0.7421	:
2	$	0.5875	2
million	$	0.4112	million
followers	N	0.9680	followers
wow	!	0.9963	wow
:)	E	0.9959	:)
thanks	N	0.7675	thanks
guys	N	0.9762	guys
,	,	0.9918	,
that's	L	0.9901	that's
freakin	!	0.3229	freakin
epic	N	0.4467	epic
!	,	0.9924	!
I	O	0.9937	I
love	N	0.6603	love
ya	!	0.8954	ya
x	E	0.5815	x
"	,	0.9803	"
it	O	0.9694	it
shouldn't	V	0.9954	shouldn't
have	V	0.9703	have
taken	V	0.9787	taken
this	O	0.5028	this
long	A	0.8325	long
aww	!	0.9973	aww
			
@michmerc126	@	0.9989	@michmerc126
and	&	0.9981	and
im	L	0.9789	im
18	$	0.9823	18
and	&	0.9981	and
I	O	0.9937	I
have	V	0.9703	have
a	D	0.8948	a
htc	^	0.8729	htc
4g	N	0.4332	4g
			
#FF	#	0.8987	#FF
HAPPY	A	0.8935	HAPPY
FINDOM	!	0.3220	FINDOM
FRIDAY	^	0.8878	FRIDAY
!	,	0.9924	!
2	$	0.5875	2
deny	V	0.8345	deny
urself	O	0.5658	urself
of	P	0.8953	of
ur	L	0.5261	ur
purpose	N	0.9225	purpose
,	,	0.9918	,
serving	V	0.9578	serving
me	O	0.9918	me
,	,	0.9918	,
U	O	0.9513	U
will	V	0.9478	will
be	V	0.9569	be
left	V	0.7279	left
feeling	V	0.9609	feeling
empty	A	0.8582	empty
&	&	0.9901	&
ur	L	0.5261	ur
life	N	0.9415	life
will	V	0.9478	will
b	V	0.3261	b
meaningless	A	0.9774	meaningless
.	,	0.9927	.
@joseab4	@	0.9989	@joseab4
			
Anthony	^	0.9945	Anthony
Gallo	^	0.6927	Gallo
is	V	0.9892	is
c	G	0.3278	c
o-o	!	0.4674	o-o
rdinator	N	0.6818	rdinator
of	P	0.8953	of
the	D	0.9792	the
27th	$	0.3612	27th
Annual	A	0.6961	Annual
Seniors	N	0.9666	Seniors
Games	N	0.8571	Games
!	,	0.9924	!
Thanx	N	0.7035	Thanx
for	P	0.9910	for
the	D	0.9792	the
in-studio	N	0.3364	in-studio
chat	N	0.4634	chat
about	P	0.8950	about
the	D	0.9792	the
upcoming	A	0.8339	upcoming
event	N	0.9924	event
@country1043	@	0.9987	@country1043
#sault	#	0.8554	#sault
			
RT	~	0.7475	RT
@Queen_UK	@	0.9987	@Queen_UK
:	,	0.7421	:
Text	N	0.7268	Text
from	P	0.9750	from
Ed	^	0.6465	Ed
Miliband	^	0.9427	Miliband
:	,	0.7421	:
"	,	0.9803	"
Can't	V	0.9876	Can't
believe	V	0.9527	believe
UKIP	^	0.6207	UKIP
won	V	0.5339	won
Eurovision	^	0.4969	Eurovision
.	,	0.9927	.
They	O	0.9740	They
didn't	V	0.9947	didn't
even	R	0.9851	even
have	V	0.9703	have
a	D	0.8948	a
good	A	0.9644	good
song	N	0.9799	song
!	,	0.9924	!
"	,	0.9803	"
Not	R	0.9761	Not
replying	V	0.9826	replying
.	,	0.9927	.
			
Permissible	A	0.9635	Permissible
joomla	^	0.5036	joomla
monogenesis	^	0.2268	monogenesis
services	N	0.9669	services
ex	N	0.7523	ex
samiflabs	^	0.2568	samiflabs
:	,	0.7421	:
IyM	L	0.9656	IyM
			
Acesse	N	0.2541	Acesse
o	!	0.7684	o
Wings	N	0.9607	Wings
of	P	0.8953	of
Tech	N	0.7425	Tech
:	,	0.7421	:
http://t.co/woA5MCeANm	U	0.9940	http://t.co/woA5MCeANm
			
RT	~	0.7475	RT
@92x92	@	0.9987	@92x92
:	,	0.7421	:
2NE1	^	0.5881	2NE1
or	&	0.9822	or
SNSD	^	0.8796	SNSD
Chanyeol	^	0.6957	Chanyeol
:	,	0.7421	:
SNSD	^	0.8796	SNSD
are	V	0.9783	are
my	D	0.8420	my
seniors	N	0.9735	seniors
so	R	0.5317	so
I'll	L	0.9764	I'll
vote	V	0.6316	vote
for	P	0.9910	for
them	O	0.9105	them
EYY	!	0.9779	EYY
I	O	0.9937	I
KNOW	V	0.9243	KNOW
YOU	O	0.9792	YOU
WERE	V	0.8950	WERE
LYING	V	0.9919	LYING
HAHAHH	!	0.9981	HAHAHH
http://t.co/PB3YeAFYsK	U	0.9940	http://t.co/PB3YeAFYsK
			
What's	L	0.9860	What's
the	D	0.9792	the
#1	$	0.4550	#1
cause	P	0.4706	cause
of	P	0.8953	of
social	A	0.7917	social
unrest	N	0.9080	unrest
......	,	0.9659	......
Bad	A	0.9762	Bad
economies	N	0.9831	economies
where	R	0.9493	where
ppl	N	0.9196	ppl
r	V	0.4589	r
struggling	V	0.9711	struggling
@Diomed33	@	0.9988	@Diomed33
@EcogamerORG	@	0.9990	@EcogamerORG
@Serafinos	@	0.9990	@Serafinos
@DMashak	@	0.9990	@DMashak
@laserpaddy	@	0.9990	@laserpaddy
			
today	N	0.9895	today
was	V	0.9773	was
fun	N	0.6011	fun
someone	N	0.9495	someone
could	V	0.9712	could
of	P	0.8953	of
made	V	0.9295	made
it	O	0.9694	it
better	A	0.6680	better
lol	!	0.9995	lol
me	O	0.9918	me
Gelo	!	0.6087	Gelo
and	&	0.9981	and
alex	^	0.9844	alex
was	V	0.9773	was
really	R	0.9938	really
clowning	V	0.7821	clowning
			
RT	~	0.7475	RT
@Jaxel_Dagupan	@	0.9990	@Jaxel_Dagupan
:	,	0.7421	:
BB	N	0.5790	BB
JANE	^	0.9757	JANE
MAG	N	0.7619	MAG
LOAD	N	0.8686	LOAD
NA	!	0.5815	NA
TAYO	!	0.5618	TAYO
NG	!	0.6147	NG
100	$	0.9885	100
everyday	N	0.7356	everyday
.	,	0.9927	.
:))	E	0.9942	:))
			
Its	L	0.9816	Its
sunny	A	0.9297	sunny
,	,	0.9918	,
which	D	0.7716	which
means	V	0.9220	means
I	O	0.9937	I
have	V	0.9703	have
to	P	0.9511	to
go	V	0.8465	go
outside	R	0.2821	outside
with	P	0.9671	with
PEOPLE	N	0.9915	PEOPLE
!	,	0.9924	!
FUCK	!	0.6435	FUCK
U	O	0.9513	U
CIVILISATION	N	0.9375	CIVILISATION
			
Yea	!	0.9988	Yea
u	O	0.9843	u
deserve	V	0.9559	deserve
ur	L	0.5261	ur
break	V	0.7642	break
but	&	0.9901	but
don't	V	0.9973	don't
draw	V	0.6394	draw
innocent	A	0.9768	innocent
ppl	N	0.9196	ppl
in	P	0.8576	in
it	O	0.9694	it
..	,	0.9687	..
u	O	0.9843	u
sick	A	0.9401	sick
scammer	N	0.8514	scammer
#catfish	#	0.9273	#catfish
			
T	G	0.3657	T
MOBILE	A	0.5391	MOBILE
GIRL	N	0.8555	GIRL
JOKE	N	0.8567	JOKE
IN	P	0.8539	IN
ARROW	N	0.9436	ARROW
MADE	V	0.9268	MADE
ME	O	0.9107	ME
LAUGH	V	0.6787	LAUGH
AND	&	0.9972	AND
HWHAT	!	0.3851	HWHAT
NOT	R	0.9705	NOT
			
Oh	!	0.9978	Oh
okay	!	0.9857	okay
then	R	0.9661	then
...	~	0.6291	...
bt	&	0.5558	bt
d	!	0.3287	d
insight	N	0.8631	insight
is	V	0.9892	is
too	R	0.9370	too
much	A	0.5576	much
fr	G	0.4388	fr
an	D	0.7642	an
outsider	N	0.9492	outsider
maybe	R	0.9308	maybe
RT	~	0.7475	RT
@BLacC__	@	0.9990	@BLacC__
:	,	0.7421	:
@PRINCE_DAMOCHE	@	0.9987	@PRINCE_DAMOCHE
Yh	!	0.9917	Yh
dats	L	0.8895	dats
a	D	0.8948	a
dearth	N	0.9195	dearth
case	N	0.9641	case
unlike	L	0.2596	unlike
da	D	0.7177	da
godfather	^	0.3725	godfather
...!	,	0.5480	...!
			
@LisaaRamos	@	0.9990	@LisaaRamos
how	R	0.9435	how
are	V	0.9783	are
you	O	0.9627	you
so	R	0.5317	so
gorgeousss	A	0.9020	gorgeousss
like	P	0.7012	like
omg	!	0.9978	omg
omg	!	0.9978	omg
i	O	0.9651	i
cant	V	0.6921	cant
even	R	0.9851	even
			
RT	~	0.7475	RT
@davidntcpride	@	0.9990	@davidntcpride
:	,	0.7421	:
@ruthtilvecostas	@	0.9990	@ruthtilvecostas
<3	E	0.9698	<3
love	N	0.6603	love
is	V	0.9892	is
in	P	0.8576	in
the	D	0.9792	the
air	N	0.9492	air
nananana	!	0.9888	nananana
na	!	0.6203	na
hahahaha	!	0.9987	hahahaha
			
@adoringsmoldy	@	0.9990	@adoringsmoldy
ikr	!	0.9417	ikr
?	,	0.9909	?
He	O	0.9792	He
has	V	0.9464	has
the	D	0.9792	the
cup	N	0.8920	cup
in	P	0.8576	in
the	D	0.9792	the
books	N	0.8350	books
and	&	0.9981	and
in	P	0.8576	in
the	D	0.9792	the
film	N	0.8540	film
he	O	0.9777	he
doesn't	V	0.9705	doesn't
...	~	0.6291	...
Like	P	0.7411	Like
wut	O	0.7944	wut
			
@graecamfer	@	0.9990	@graecamfer
hi	!	0.9930	hi
grae	!	0.4618	grae
followback	N	0.6456	followback
us	O	0.9183	us
please	V	0.8246	please
:	,	0.7421	:
**	,	0.3198	**
5	$	0.9629	5
			
@MoonMom_	@	0.9990	@MoonMom_
lol	!	0.9995	lol
its	L	0.9816	its
not	R	0.9628	not
Anita	^	0.9318	Anita
lmap	!	0.9982	lmap
			
RT	~	0.7475	RT
@RealPaulJr	@	0.9990	@RealPaulJr
:	,	0.7421	:
Don't	V	0.9817	Don't
Text	N	0.7268	Text
me	O	0.9918	me
this	O	0.5028	this
:	,	0.7421	:
1	$	0.9900	1
.	,	0.9927	.
Yeah	!	0.9987	Yeah
2	$	0.5875	2
.	,	0.9927	.
Oh	!	0.9978	Oh
3	$	0.9007	3
.	,	0.9927	.
Yup	!	0.9975	Yup
4	$	0.5761	4
.	,	0.9927	.
Lol	!	0.9992	Lol
5	$	0.9629	5
.	,	0.9927	.
Haha	!	0.9991	Haha
6	$	0.9773	6
.	,	0.9927	.
K	^	0.1992	K
7	$	0.9782	7
.	,	0.9927	.
Nope	!	0.9975	Nope
8	$	0.9739	8
.	,	0.9927	.
Chillin	V	0.8052	Chillin
9	$	0.9832	9
.	,	0.9927	.
Naw	!	0.9869	Naw
10	$	0.9887	10
.	,	0.9927	.
Send	V	0.9332	Send
me	O	0.9918	me
a	D	0.8948	a
pic	N	0.7214	pic
			
@newschoolss	@	0.9989	@newschoolss
@rdubthree	@	0.9990	@rdubthree
@rjchoppy	@	0.9989	@rjchoppy
Like	P	0.7411	Like
u	O	0.9843	u
said	V	0.9555	said
before	P	0.7798	before
,	,	0.9918	,
Roy	^	0.9754	Roy
needs	V	0.9259	needs
to	P	0.9511	to
be	V	0.9569	be
slapped	V	0.9670	slapped
every	D	0.6681	every
so	R	0.5317	so
often	R	0.7940	often
.	,	0.9927	.
OMG	!	0.9972	OMG
on	P	0.8343	on
the	D	0.9792	the
butt	N	0.9336	butt
cream	N	0.7416	cream
lmao	!	0.9991	lmao
.	,	0.9927	.
			
So	P	0.5666	So
cuz	P	0.4479	cuz
Megan	^	0.9904	Megan
Batoon	N	0.5349	Batoon
is	V	0.9892	is
always	R	0.9795	always
hella	!	0.9323	hella
happy	A	0.9389	happy
I	O	0.9937	I
can't	V	0.9853	can't
want	V	0.9638	want
someone	N	0.9495	someone
always	R	0.9795	always
hella	!	0.9323	hella
happy	A	0.9389	happy
around	P	0.4644	around
?	,	0.9909	?
			
@PradhanMantriG	@	0.9990	@PradhanMantriG
...	~	0.6291	...
second	A	0.8282	second
most	R	0.7557	most
permanent	A	0.7534	permanent
foreign	A	0.7594	foreign
policy	N	0.9803	policy
of	P	0.8953	of
any	D	0.6983	any
state	N	0.9185	state
.	,	0.9927	.
Hamari	!	0.3630	Hamari
jagah	^	0.4423	jagah
nepal	^	0.9546	nepal
bhi	^	0.4606	bhi
yahi	!	0.6279	yahi
karta	!	0.5671	karta
.	,	0.9927	.
			
omg	!	0.9978	omg
im	L	0.9789	im
mean	V	0.6798	mean
.	,	0.9927	.
I	O	0.9937	I
laughed	V	0.9019	laughed
at	P	0.9712	at
a	D	0.8948	a
holocaust	N	0.7029	holocaust
joke	N	0.8867	joke
			
Polaright	!	0.5213	Polaright
nim	!	0.6785	nim
didnt	V	0.8554	didnt
went	V	0.9059	went
to	P	0.9511	to
exo	^	0.7330	exo
concert	N	0.9931	concert
isit	!	0.9133	isit
?	,	0.9909	?
She	O	0.9882	She
didnt	V	0.8554	didnt
seems	V	0.9169	seems
to	P	0.9511	to
upload	!	0.2642	upload
any	D	0.6983	any
pic	N	0.7214	pic
this	O	0.5028	this
2	$	0.5875	2
days	N	0.9144	days
:(	E	0.9836	:(
			
Hayne	^	0.9798	Hayne
just	R	0.9975	just
done	V	0.8666	done
everything	N	0.9592	everything
possible	A	0.9409	possible
then	R	0.9661	then
to	P	0.9511	to
seal	N	0.9434	seal
a	D	0.8948	a
win	V	0.8692	win
for	P	0.9910	for
QLD	^	0.9621	QLD
.	,	0.9927	.
I	O	0.9937	I
don't	V	0.9973	don't
mean	V	0.6798	mean
Jarryd	^	0.9622	Jarryd
.	,	0.9927	.
Im	L	0.9787	Im
referring	V	0.9344	referring
to	P	0.9511	to
that	O	0.7135	that
imbo	!	0.3896	imbo
in	P	0.8576	in
the	D	0.9792	the
white	A	0.6236	white
with	P	0.9671	with
the	D	0.9792	the
whistle	V	0.6248	whistle
			
BREAKING	V	0.5894	BREAKING
:	,	0.7421	:
Boko	!	0.6044	Boko
Haram	!	0.5789	Haram
Fighters	N	0.8668	Fighters
In	P	0.8841	In
Military	A	0.4901	Military
Uniform	N	0.8572	Uniform
Invade	V	0.9480	Invade
Borno	^	0.4920	Borno
Villages	N	0.9904	Villages
Killing	V	0.9555	Killing
35	$	0.8730	35
:	,	0.7421	:
GistReel	!	0.3035	GistReel
File	N	0.8576	File
Pho	N	0.6830	Pho
...	~	0.6291	...
http://t.co/jCNO8PKFOk	U	0.9940	http://t.co/jCNO8PKFOk
EL-Wacho	G	0.4740	EL-Wacho
			
RT	~	0.7475	RT
@SamiahMuneer	@	0.9990	@SamiahMuneer
:	,	0.7421	:
Dont	V	0.9301	Dont
forget	V	0.9696	forget
to	P	0.9511	to
wake	V	0.6334	wake
up	T	0.8440	up
for	P	0.9910	for
#Fajr	#	0.6777	#Fajr
Salah	^	0.6495	Salah
#Blessing	N	0.5790	#Blessing
http://t.co/BHv0sMJA70	U	0.9940	http://t.co/BHv0sMJA70
			
"	,	0.9803	"
Krugman	^	0.9181	Krugman
on	P	0.8343	on
Levitt	^	0.8423	Levitt
on	P	0.8343	on
healthcare	N	0.8624	healthcare
"	,	0.9803	"
http://t.co/e6VCENniko	U	0.9940	http://t.co/e6VCENniko
Free	A	0.9127	Free
=	,	0.7656	=
Rationed	V	0.9620	Rationed
			
@GraemeForsyth	@	0.9990	@GraemeForsyth
haha	!	0.9993	haha
im	L	0.9789	im
ony	!	0.3173	ony
doing	V	0.9845	doing
this	O	0.5028	this
to	P	0.9511	to
piss	V	0.7769	piss
off	T	0.4522	off
everyone	N	0.9747	everyone
on	P	0.8343	on
my	D	0.8420	my
tl	N	0.7454	tl
			
I	O	0.9937	I
did	V	0.9560	did
top	A	0.5626	top
eye	N	0.9362	eye
liner	N	0.9087	liner
today	N	0.9895	today
and	&	0.9981	and
idk	L	0.6434	idk
how	R	0.9435	how
I	O	0.9937	I
felt	V	0.9254	felt
about	P	0.8950	about
it	O	0.9694	it
lol	!	0.9995	lol
			
@scots_dg	@	0.9990	@scots_dg
tell	V	0.7941	tell
staff	N	0.9820	staff
sgt	!	0.5355	sgt
John	^	0.9962	John
Rigby	^	0.7829	Rigby
that	O	0.7135	that
'	,	0.9122	'
dugsbaws	^	0.2113	dugsbaws
'	,	0.9122	'
is	V	0.9892	is
gonnae	V	0.6975	gonnae
do	V	0.9687	do
a	D	0.8948	a
jobby	N	0.7202	jobby
in	P	0.8576	in
his	D	0.9130	his
tent	N	0.9753	tent
at	P	0.9712	at
T	G	0.3657	T
in	P	0.8576	in
the	D	0.9792	the
park	N	0.5751	park
.	,	0.9927	.
:)	E	0.9959	:)
			
Luke	^	0.9822	Luke
Hemmings	^	0.7806	Hemmings
you	O	0.9627	you
follow	V	0.9508	follow
all	D	0.7257	all
my	D	0.8420	my
mutuals	N	0.2556	mutuals
when	R	0.9425	when
will	V	0.9478	will
it	O	0.9694	it
be	V	0.9569	be
my	D	0.8420	my
turn	V	0.9156	turn
			
RT	~	0.7475	RT
@zarrylubetube	@	0.9990	@zarrylubetube
:	,	0.7421	:
MOMENT	N	0.9107	MOMENT
UAN	^	0.3933	UAN
TO	P	0.9421	TO
WWA	^	0.4083	WWA
[	,	0.9656	[
wipes	V	0.6798	wipes
tears	N	0.9777	tears
]	,	0.9650	]
[	,	0.9656	[
cries	V	0.6365	cries
even	R	0.9851	even
more	A	0.4885	more
]	,	0.9650	]
wHY	R	0.9071	wHY
http://t.co/4XxFs27q1c	U	0.9940	http://t.co/4XxFs27q1c
			
@Keeezyyy	@	0.9986	@Keeezyyy
Dtfl	!	0.9912	Dtfl
.	,	0.9927	.
That	O	0.7728	That
means	V	0.9220	means
in	P	0.8576	in
class	N	0.9759	class
you	O	0.9627	you
not	R	0.9628	not
gonna	V	0.9473	gonna
b	V	0.3261	b
on	P	0.8343	on
ur	L	0.5261	ur
phone	N	0.9893	phone
			
RT	~	0.7475	RT
@raysurls	@	0.9989	@raysurls
:	,	0.7421	:
You	O	0.9865	You
guys	N	0.9762	guys
,	,	0.9918	,
I	O	0.9937	I
just	R	0.9975	just
saw	V	0.9172	saw
Shailene	^	0.2291	Shailene
Woodley	^	0.7745	Woodley
casually	R	0.9576	casually
walking	V	0.9567	walking
around	P	0.4644	around
Athens	^	0.9663	Athens
.	,	0.9927	.
			
@banabanAnna	@	0.9990	@banabanAnna
do	V	0.9687	do
you	O	0.9627	you
understand	V	0.8868	understand
this	O	0.5028	this
?	,	0.9909	?
libre	N	0.7651	libre
soy	N	0.3059	soy
libre	N	0.7651	libre
soy	N	0.3059	soy
libertad	^	0.5493	libertad
sin	N	0.9543	sin
vuelta	^	0.8651	vuelta
atras	!	0.2573	atras
!	,	0.9924	!
			
RT	~	0.7475	RT
@knockknock0408	@	0.9989	@knockknock0408
:	,	0.7421	:
[	,	0.9656	[
PREVIEW	N	0.9031	PREVIEW
]	,	0.9650	]
140527	$	0.4618	140527
Cheon	^	0.3176	Cheon
Song	N	0.9623	Song
Yi	!	0.6509	Yi
cr	N	0.4422	cr
.	,	0.9927	.
ChanBar	^	0.2295	ChanBar
http://t.co/sixW6N8IOZ	U	0.9940	http://t.co/sixW6N8IOZ
			
Meilleures	N	0.2478	Meilleures
ventes	N	0.2137	ventes
-	,	0.8444	-
#3	#	0.5496	#3
:	,	0.7421	:
Izak	^	0.4221	Izak
of	P	0.8953	of
Lapland	^	0.9629	Lapland
:	,	0.7421	:
Izak	^	0.4221	Izak
of	P	0.8953	of
Lapland	^	0.9629	Lapland
Maya	^	0.9213	Maya
Angelou	^	0.7479	Angelou
(	,	0.9082	(
Auteur	N	0.4052	Auteur
)	,	0.9412	)
,	,	0.9918	,
L	N	0.3825	L
...	~	0.6291	...
http://t.co/IX6KgBBdoz	U	0.9940	http://t.co/IX6KgBBdoz
Store	N	0.7207	Store
http://t.co/KhHZpGPXO0	U	0.9940	http://t.co/KhHZpGPXO0
			
@MyXOLO	@	0.9980	@MyXOLO
#MissionMillion	#	0.9759	#MissionMillion
Pass	N	0.7026	Pass
the	D	0.9792	the
XOLO	!	0.6574	XOLO
LFC	^	0.9356	LFC
football	N	0.9772	football
to	P	0.9511	to
@dronapanchal	@	0.9990	@dronapanchal
Join	V	0.9101	Join
In	P	0.8841	In
and	&	0.9981	and
Pass	N	0.7026	Pass
the	D	0.9792	the
Ball	N	0.9528	Ball
:)	E	0.9959	:)
#MissionMillion	#	0.9759	#MissionMillion
487	$	0.9141	487
			
RT	~	0.7475	RT
@EXO_FANBASE	@	0.9987	@EXO_FANBASE
:	,	0.7421	:
140523	$	0.4584	140523
Luhan	^	0.9752	Luhan
&	&	0.9901	&
Kai	^	0.9890	Kai
-	,	0.8444	-
The	D	0.9468	The
Lost	V	0.7182	Lost
Planet	N	0.9680	Planet
concert	N	0.9931	concert
(	,	0.9082	(
cr	N	0.4422	cr
:	,	0.7421	:
amor	G	0.3528	amor
)	,	0.9412	)
http://t.co/NvqNp9K9Ur	U	0.9940	http://t.co/NvqNp9K9Ur
			
Wuih	!	0.5890	Wuih
RT	~	0.7475	RT
@Techinasia	@	0.9990	@Techinasia
:	,	0.7421	:
App	N	0.8382	App
Annie	^	0.9098	Annie
acquires	V	0.7375	acquires
Distimo	!	0.4614	Distimo
,	,	0.9918	,
raises	V	0.9898	raises
$17M	$	0.8777	$17M
in	P	0.8576	in
funding	N	0.6350	funding
http://t.co/7EwBAEmRQO	U	0.9940	http://t.co/7EwBAEmRQO
			
RT	~	0.7475	RT
@EXO_National	@	0.9990	@EXO_National
:	,	0.7421	:
EXO	^	0.8573	EXO
1st	A	0.5809	1st
Concert	N	0.9847	Concert
Lost	V	0.7182	Lost
Planet	N	0.9680	Planet
in	P	0.8576	in
Seoul	^	0.9266	Seoul
presscon	N	0.8845	presscon
-	,	0.8444	-
Suho	^	0.8435	Suho
Trans	^	0.6754	Trans
by	P	0.9649	by
code_exo	N	0.9105	code_exo
.	,	0.9927	.
Take	V	0.9587	Take
a	D	0.8948	a
full	A	0.8636	full
credit	N	0.9240	credit
http://t.co/En9ON5TWdH	U	0.9940	http://t.co/En9ON5TWdH
			
RT	~	0.7475	RT
@5SOSPH_Luzon	@	0.9989	@5SOSPH_Luzon
:	,	0.7421	:
this	O	0.5028	this
is	V	0.9892	is
